case_id,activity,lifecycle,resource,timestamp,amount,article,dismissal,expense,lastsent,matricola,notificationtype,paymentamount,points,totalpaymentamount,vehicleclass,activity_instance_id,.order
A21681,Insert Fine Notification,complete,NA,2008-01-08,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24845,24845
A21681,Add penalty,complete,NA,2008-03-08,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24846,24846
A21681,Payment,complete,NA,2008-08-26,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,24847,24847
A21682,Create Fine,complete,556,2007-08-20,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24848,24848
A21682,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24849,24849
A21682,Insert Fine Notification,complete,NA,2008-01-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24850,24850
A21682,Add penalty,complete,NA,2008-03-18,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24851,24851
A21682,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24852,24852
A21684,Create Fine,complete,556,2007-08-20,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24853,24853
A21684,Payment,complete,NA,2007-08-22,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24854,24854
A21685,Create Fine,complete,556,2007-08-20,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24855,24855
A21685,Payment,complete,NA,2007-08-22,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24856,24856
A21686,Create Fine,complete,556,2007-08-20,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24857,24857
A21686,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24858,24858
A21689,Create Fine,complete,556,2007-08-20,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24859,24859
A21689,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24860,24860
A21689,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24861,24861
A21689,Insert Date Appeal to Prefecture,complete,NA,2008-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24862,24862
A21689,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24863,24863
A21689,Send Appeal to Prefecture,complete,NA,2011-12-25,NA,NA,NIL,NA,NA,NA,NA,NA,NA,NA,NA,24864,24864
A2169,Create Fine,complete,563,2006-08-21,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24865,24865
A2169,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,24866,24866
A2169,Insert Fine Notification,complete,NA,2006-12-22,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24867,24867
A2169,Add penalty,complete,NA,2007-02-20,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24868,24868
A2169,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24869,24869
A21690,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24870,24870
A21690,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24871,24871
A21690,Insert Fine Notification,complete,NA,2008-01-08,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24872,24872
A21690,Add penalty,complete,NA,2008-03-08,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24873,24873
A21690,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24874,24874
A21691,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24875,24875
A21691,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24876,24876
A21693,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24877,24877
A21693,Payment,complete,NA,2007-08-21,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24878,24878
A21694,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24879,24879
A21694,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24880,24880
A21694,Insert Fine Notification,complete,NA,2008-01-15,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24881,24881
A21694,Add penalty,complete,NA,2008-03-15,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24882,24882
A21694,Payment,complete,NA,2008-10-14,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,24883,24883
A21697,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24884,24884
A21697,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24885,24885
A21697,Insert Fine Notification,complete,NA,2008-01-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24886,24886
A21697,Add penalty,complete,NA,2008-03-19,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24887,24887
A21697,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24888,24888
A21699,Create Fine,complete,556,2007-08-21,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24889,24889
A21699,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24890,24890
A21699,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24891,24891
A21699,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24892,24892
A21699,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24893,24893
A217,Create Fine,complete,537,2006-07-31,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24894,24894
A217,Send Fine,complete,NA,2006-12-12,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,24895,24895
A21700,Create Fine,complete,556,2007-08-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24896,24896
A21700,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24897,24897
A21700,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24898,24898
A21700,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24899,24899
A21700,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24900,24900
A21701,Create Fine,complete,556,2007-08-21,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24901,24901
A21701,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24902,24902
A21701,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24903,24903
A21701,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24904,24904
A21701,Payment,complete,NA,2008-03-07,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,24905,24905
A21702,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24906,24906
A21702,Send Fine,complete,NA,2008-01-18,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,24907,24907
A21702,Insert Fine Notification,complete,NA,2008-02-11,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24908,24908
A21702,Add penalty,complete,NA,2008-04-11,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24909,24909
A21702,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24910,24910
A21704,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24911,24911
A21704,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24912,24912
A21704,Insert Fine Notification,complete,NA,2008-01-20,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24913,24913
A21704,Add penalty,complete,NA,2008-03-20,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24914,24914
A21704,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24915,24915
A21706,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24916,24916
A21706,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24917,24917
A21706,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24918,24918
A21706,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24919,24919
A21706,Payment,complete,NA,2008-08-29,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,24920,24920
A21707,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24921,24921
A21707,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24922,24922
A2171,Create Fine,complete,563,2006-08-21,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24923,24923
A2171,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,24924,24924
A2171,Insert Fine Notification,complete,NA,2006-12-22,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24925,24925
A2171,Add penalty,complete,NA,2007-02-20,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24926,24926
A2171,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24927,24927
A21711,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24928,24928
A21711,Payment,complete,NA,2007-09-26,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24929,24929
A21712,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24930,24930
A21712,Payment,complete,NA,2007-08-24,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24931,24931
A21714,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24932,24932
A21714,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24933,24933
A21714,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24934,24934
A21714,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24935,24935
A21714,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24936,24936
A21715,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24937,24937
A21715,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24938,24938
A21715,Insert Fine Notification,complete,NA,2008-01-03,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24939,24939
A21715,Add penalty,complete,NA,2008-03-03,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24940,24940
A21715,Payment,complete,NA,2008-03-04,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,24941,24941
A21716,Create Fine,complete,556,2007-08-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24942,24942
A21716,Payment,complete,NA,2007-08-30,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,24943,24943
A21719,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24944,24944
A21719,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24945,24945
A21719,Insert Fine Notification,complete,NA,2008-01-15,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24946,24946
A21719,Add penalty,complete,NA,2008-03-15,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24947,24947
A21719,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24948,24948
A2172,Create Fine,complete,563,2006-08-21,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24949,24949
A2172,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,24950,24950
A21722,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24951,24951
A21722,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24952,24952
A21722,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24953,24953
A21722,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24954,24954
A21722,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24955,24955
A21723,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24956,24956
A21723,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24957,24957
A21723,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24958,24958
A21723,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24959,24959
A21723,Payment,complete,NA,2008-03-07,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,24960,24960
A21724,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24961,24961
A21724,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24962,24962
A21724,Insert Fine Notification,complete,NA,2008-01-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24963,24963
A21724,Add penalty,complete,NA,2008-03-18,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24964,24964
A21724,Payment,complete,NA,2008-09-22,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,24965,24965
A21725,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24966,24966
A21725,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24967,24967
A21725,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24968,24968
A21725,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24969,24969
A21725,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24970,24970
A21727,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24971,24971
A21727,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24972,24972
A21727,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24973,24973
A21727,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24974,24974
A21727,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24975,24975
A21728,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24976,24976
A21728,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24977,24977
A21729,Create Fine,complete,556,2007-08-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24978,24978
A21729,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24979,24979
A21729,Insert Fine Notification,complete,NA,2008-01-15,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24980,24980
A21729,Add penalty,complete,NA,2008-03-15,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24981,24981
A21729,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24982,24982
A2173,Create Fine,complete,563,2006-08-22,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,24983,24983
A2173,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,24984,24984
A2173,Insert Fine Notification,complete,NA,2007-01-06,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24985,24985
A2173,Add penalty,complete,NA,2007-03-07,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24986,24986
A2173,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24987,24987
A21730,Create Fine,complete,556,2007-08-25,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24988,24988
A21730,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24989,24989
A21730,Insert Fine Notification,complete,NA,2008-01-17,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24990,24990
A21730,Add penalty,complete,NA,2008-03-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24991,24991
A21730,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24992,24992
A21732,Create Fine,complete,556,2007-08-25,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24993,24993
A21732,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24994,24994
A21732,Insert Fine Notification,complete,NA,2008-01-21,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,24995,24995
A21732,Add penalty,complete,NA,2008-03-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24996,24996
A21732,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24997,24997
A21734,Create Fine,complete,556,2007-08-25,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,24998,24998
A21734,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,24999,24999
A21734,Insert Fine Notification,complete,NA,2008-01-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25000,25000
A21734,Add penalty,complete,NA,2008-03-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25001,25001
A21734,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25002,25002
A21736,Create Fine,complete,556,2007-08-25,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25003,25003
A21736,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25004,25004
A21736,Insert Fine Notification,complete,NA,2008-01-14,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25005,25005
A21736,Add penalty,complete,NA,2008-03-14,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25006,25006
A21736,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25007,25007
A21737,Create Fine,complete,556,2007-08-25,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25008,25008
A21737,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25009,25009
A21738,Create Fine,complete,556,2007-08-25,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25010,25010
A21738,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25011,25011
A21738,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25012,25012
A21738,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25013,25013
A21738,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25014,25014
A21739,Create Fine,complete,556,2007-08-25,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,25015,25015
A21739,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25016,25016
A21739,Insert Fine Notification,complete,NA,2008-01-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25017,25017
A21739,Add penalty,complete,NA,2008-03-18,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25018,25018
A21739,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25019,25019
A21740,Create Fine,complete,556,2007-08-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25020,25020
A21740,Payment,complete,NA,2007-08-29,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,25021,25021
A21741,Create Fine,complete,556,2007-08-25,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25022,25022
A21741,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25023,25023
A21741,Insert Fine Notification,complete,NA,2008-01-17,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25024,25024
A21741,Add penalty,complete,NA,2008-03-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25025,25025
A21741,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25026,25026
A21743,Create Fine,complete,556,2007-08-25,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25027,25027
A21743,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25028,25028
A21743,Insert Fine Notification,complete,NA,2008-01-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25029,25029
A21743,Add penalty,complete,NA,2008-03-19,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25030,25030
A21743,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25031,25031
A21744,Create Fine,complete,556,2007-08-26,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25032,25032
A21744,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25033,25033
A21745,Create Fine,complete,556,2007-08-26,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25034,25034
A21745,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25035,25035
A21745,Insert Fine Notification,complete,NA,2008-01-20,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25036,25036
A21745,Add penalty,complete,NA,2008-03-20,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25037,25037
A21745,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25038,25038
A21750,Create Fine,complete,556,2007-08-26,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25039,25039
A21750,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25040,25040
A21752,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25041,25041
A21752,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25042,25042
A21752,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25043,25043
A21752,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25044,25044
A21752,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25045,25045
A21754,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25046,25046
A21754,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25047,25047
A21754,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25048,25048
A21754,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25049,25049
A21754,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25050,25050
A21756,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25051,25051
A21756,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25052,25052
A21759,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25053,25053
A21759,Payment,complete,NA,2007-08-23,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,25054,25054
A2176,Create Fine,complete,563,2006-08-22,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25055,25055
A2176,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,25056,25056
A2176,Insert Fine Notification,complete,NA,2007-01-06,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25057,25057
A2176,Add penalty,complete,NA,2007-03-07,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25058,25058
A2176,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25059,25059
A21760,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25060,25060
A21760,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25061,25061
A21760,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25062,25062
A21760,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25063,25063
A21760,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25064,25064
A21761,Create Fine,complete,560,2007-08-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,25065,25065
A21761,Send Fine,complete,NA,2007-12-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,25066,25066
A21761,Insert Fine Notification,complete,NA,2008-01-15,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,25067,25067
A21761,Add penalty,complete,NA,2008-03-15,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25068,25068
A21761,Payment,complete,NA,2008-03-28,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,25069,25069
